Network 0 1000 2000 null
126 566 false null null
898 31 false null null
556 317 false null null
292 440 false null null
744 486 false null null
873 679 false null null
71 371 false null null
483 462 false null null
571 713 false null null
417 799 false null null
793 718 false null null
198 533 false null null
545 558 false null null
197 626 false null null
27 532 false null null
917 656 false null null
334 561 false null null
808 514 false null null
678 746 false null null
192 742 false null null
63 805 false null null
771 794 false null null
786 881 false null null
520 258 false null null
28 638 false null null
380 338 false null null
189 203 false null null
291 932 false null null
572 141 false null null
439 808 false null null
659 489 false null null
938 561 false null null
90 53 false null null
489 141 false null null
92 805 false null null
428 474 false null null
182 672 false null null
543 351 false null null
977 835 false null null
43 161 false null null
535 399 false null null
671 409 false null null
668 196 false null null
470 292 false null null
601 143 false null null
878 49 false null null
948 785 false null null
243 684 false null null
471 304 false null null
90 135 false null null
344 281 false null null
157 715 false null null
599 49 false null null
137 988 false null null
491 947 false null null
253 764 false null null
255 241 false null null
945 625 false null null
424 316 false null null
910 351 false null null
229 528 false null null
887 147 false null null
284 370 false null null
54 239 false null null
264 639 false null null
699 310 false null null
176 573 false null null
156 130 false null null
184 616 false null null
66 588 false null null
338 885 false null null
603 931 false null null
317 757 false null null
693 836 false null null
178 870 false null null
856 311 false null null
440 574 false null null
313 926 false null null
454 111 false null null
278 745 false null null
191 589 false null null
312 80 false null null
37 413 false null null
457 986 false null null
456 580 false null null
252 413 false null null
311 548 false null null
471 268 false null null
688 419 false null null
762 147 false null null
361 55 false null null
612 13 false null null
481 289 false null null
434 60 false null null
561 730 false null null
504 206 false null null
944 887 false null null
698 339 false null null
806 700 false null null
325 727 false null null
212 474 false null null
880 543 false null null
115 254 false null null
572 261 false null null
445 551 false null null
658 722 false null null
930 867 false null null
647 522 false null null
416 499 false null null
967 382 false null null
311 720 false null null
738 38 false null null
610 123 false null null
145 908 false null null
355 372 false null null
656 634 false null null
315 407 false null null
142 697 false null null
425 391 false null null
198 292 false null null
562 33 false null null
228 106 false null null
911 840 false null null
165 470 false null null
111 833 false null null
47 881 false null null
494 928 false null null
44 790 false null null
533 589 false null null
216 582 false null null
471 999 false null null
999 350 false null null
162 890 false null null
238 449 false null null
556 476 false null null
780 261 false null null
402 74 false null null
347 20 false null null
373 446 false null null
639 219 false null null
163 73 false null null
944 123 false null null
153 644 false null null
817 881 false null null
691 248 false null null
334 153 false null null
971 210 false null null
374 714 false null null
251 441 false null null
917 992 false null null
366 716 false null null
65 88 false null null
803 243 false null null
865 887 false null null
278 579 false null null
469 894 false null null
237 122 false null null
245 130 false null null
11 767 false null null
762 790 false null null
55 154 false null null
814 123 false null null
329 612 false null null
653 714 false null null
199 457 false null null
590 752 false null null
819 675 false null null
795 733 false null null
580 116 false null null
962 27 false null null
742 395 false null null
685 422 false null null
532 218 false null null
56 542 false null null
89 104 false null null
912 210 false null null
407 367 false null null
505 305 false null null
921 694 false null null
778 876 false null null
428 559 false null null
492 768 false null null
786 302 false null null
385 404 false null null
679 546 false null null
360 96 false null null
849 49 false null null
380 779 false null null
792 361 false null null
319 723 false null null
61 240 false null null
619 315 false null null
386 506 false null null
659 54 false null null
151 114 false null null
891 278 false null null
526 891 false null null
386 690 false null null
504 8 false null null
738 454 false null null
58 751 false null null
31 133 false null null
569 78 false null null
610 277 false null null
428 656 false null null
6 113 false null null
478 803 false null null
187 863 false null null
543 403 false null null
759 198 false null null
111 470 false null null
326 889 false null null
734 422 false null null
218 327 false null null
995 458 false null null
695 704 false null null
253 177 false null null
259 163 false null null
199 802 false null null
908 982 false null null
996 800 false null null
887 304 false null null
231 779 false null null
833 17 false null null
172 282 false null null
554 98 false null null
687 588 false null null
280 11 false null null
952 994 false null null
869 552 false null null
782 124 false null null
129 60 false null null
835 648 false null null
836 508 false null null
932 914 false null null
259 787 false null null
425 613 false null null
137 437 false null null
908 24 false null null
79 125 false null null
631 21 false null null
997 616 false null null
377 703 false null null
327 330 false null null
876 732 false null null
213 281 false null null
308 889 false null null
922 850 false null null
300 265 false null null
197 650 false null null
15 538 false null null
663 945 false null null
865 261 false null null
304 642 false null null
227 532 false null null
466 618 false null null
625 283 false null null
877 596 false null null
941 5 false null null
619 679 false null null
725 824 false null null
502 691 false null null
534 509 false null null
55 873 false null null
318 400 false null null
293 569 false null null
709 1 false null null
503 827 false null null
496 943 false null null
857 141 false null null
751 513 false null null
667 768 false null null
290 425 false null null
973 268 false null null
836 391 false null null
360 114 false null null
671 310 false null null
929 409 false null null
656 987 false null null
244 604 false null null
704 714 false null null
361 862 false null null
42 33 false null null
734 914 false null null
852 877 false null null
236 177 false null null
907 194 false null null
251 382 false null null
669 791 false null null
635 549 false null null
751 315 false null null
331 443 false null null
263 545 false null null
776 721 false null null
591 807 false null null
534 769 false null null
834 121 false null null
867 875 false null null
910 402 false null null
618 750 false null null
400 221 false null null
190 694 false null null
701 614 false null null
198 571 false null null
441 480 false null null
398 27 false null null
132 34 false null null
99 381 false null null
416 331 false null null
911 25 false null null
240 563 false null null
123 766 false null null
733 528 false null null
577 729 false null null
269 266 false null null
457 974 false null null
699 303 false null null
225 829 false null null
408 571 false null null
319 722 false null null
586 925 false null null
399 675 false null null
656 566 false null null
771 191 false null null
812 195 false null null
156 972 false null null
880 207 false null null
889 111 false null null
690 905 false null null
472 104 false null null
286 321 false null null
567 61 false null null
386 658 false null null
715 458 false null null
897 554 false null null
233 930 false null null
518 444 false null null
603 842 false null null
908 190 false null null
851 683 false null null
826 147 false null null
633 157 false null null
319 469 false null null
195 986 false null null
230 136 false null null
119 442 false null null
191 337 false null null
260 856 false null null
608 362 false null null
416 764 false null null
303 771 false null null
365 789 false null null
661 807 false null null
395 891 false null null
763 800 false null null
100 30 false null null
750 562 false null null
101 99 false null null
144 771 false null null
226 722 false null null
758 974 false null null
0 683 false null null
631 908 false null null
919 108 false null null
763 402 false null null
829 875 false null null
941 87 false null null
950 599 false null null
285 575 false null null
2 11 false null null
421 115 false null null
662 874 false null null
643 806 false null null
873 172 false null null
100 979 false null null
757 308 false null null
752 453 false null null
809 980 false null null
323 919 false null null
93 12 false null null
802 203 false null null
73 262 false null null
751 789 false null null
995 696 false null null
943 78 false null null
238 168 false null null
696 180 false null null
606 1 false null null
125 443 false null null
355 587 false null null
717 441 false null null
97 429 false null null
594 87 false null null
398 557 false null null
949 43 false null null
489 930 false null null
352 641 false null null
520 769 false null null
635 139 false null null
815 297 false null null
315 453 false null null
23 352 false null null
338 506 false null null
954 379 false null null
987 630 false null null
847 552 false null null
257 47 false null null
77 236 false null null
661 768 false null null
89 819 false null null
776 639 false null null
417 285 false null null
335 128 false null null
598 2 false null null
429 57 false null null
558 96 false null null
399 332 false null null
649 723 false null null
76 177 false null null
661 82 false null null
234 803 false null null
656 552 false null null
87 707 false null null
575 444 false null null
633 885 false null null
426 507 false null null
61 947 false null null
206 393 false null null
390 745 false null null
565 53 false null null
39 874 false null null
391 294 false null null
189 104 false null null
275 188 false null null
109 462 false null null
580 180 false null null
754 260 false null null
666 268 false null null
343 484 false null null
991 984 false null null
911 377 false null null
266 191 false null null
965 709 false null null
31 71 false null null
329 927 false null null
435 792 false null null
168 500 false null null
658 564 false null null
190 104 false null null
165 432 false null null
897 762 false null null
82 829 false null null
386 321 false null null
39 475 false null null
276 157 false null null
543 643 false null null
586 638 false null null
556 344 false null null
259 50 false null null
268 116 false null null
254 944 false null null
752 298 false null null
330 85 false null null
996 762 false null null
575 818 false null null
126 947 false null null
787 201 false null null
108 580 false null null
457 235 false null null
88 83 false null null
159 912 false null null
240 749 false null null
972 556 false null null
531 129 false null null
0 343 false null null
144 919 false null null
338 767 false null null
788 264 false null null
889 2 false null null
501 970 false null null
632 245 false null null
47 584 false null null
895 641 false null null
396 735 false null null
205 232 false null null
756 593 false null null
536 890 false null null
549 94 false null null
355 348 false null null
761 198 false null null
844 444 false null null
429 124 false null null
302 32 false null null
206 549 false null null
56 888 false null null
371 755 false null null
173 397 false null null
878 701 false null null
167 684 false null null
914 152 false null null
452 169 false null null
79 819 false null null
80 98 false null null
994 91 false null null
823 777 false null null
970 542 false null null
824 844 false null null
919 853 false null null
699 939 false null null
554 688 false null null
211 772 false null null
709 668 false null null
672 669 false null null
580 695 false null null
136 137 false null null
334 531 false null null
244 914 false null null
649 169 false null null
612 231 false null null
898 660 false null null
192 500 false null null
499 456 false null null
574 565 false null null
673 268 false null null
615 251 false null null
456 228 false null null
217 665 false null null
757 624 false null null
484 593 false null null
430 556 false null null
58 528 false null null
693 208 false null null
322 191 false null null
589 150 false null null
969 722 false null null
449 330 false null null
451 291 false null null
13 451 false null null
109 255 false null null
47 875 false null null
853 49 false null null
591 642 false null null
978 860 false null null
128 616 false null null
914 705 false null null
621 414 false null null
582 552 false null null
977 222 false null null
511 1 false null null
955 96 false null null
442 780 false null null
408 544 false null null
981 760 false null null
192 372 false null null
837 2 false null null
301 873 false null null
126 662 false null null
523 505 false null null
92 238 false null null
733 726 false null null
783 132 false null null
898 566 false null null
930 744 false null null
710 319 false null null
408 879 false null null
553 141 false null null
705 697 false null null
467 566 false null null
783 780 false null null
589 578 false null null
667 812 false null null
552 894 false null null
421 584 false null null
618 410 false null null
939 651 false null null
630 523 false null null
176 588 false null null
781 47 false null null
594 20 false null null
436 981 false null null
770 338 false null null
288 273 false null null
879 528 false null null
250 106 false null null
619 468 false null null
894 550 false null null
899 205 false null null
105 928 false null null
785 308 false null null
38 203 false null null
980 746 false null null
682 919 false null null
11 814 false null null
527 531 false null null
450 83 false null null
471 346 false null null
758 981 false null null
42 89 false null null
72 274 false null null
994 420 false null null
264 791 false null null
541 71 false null null
686 225 false null null
861 56 false null null
933 122 false null null
381 191 false null null
537 431 false null null
584 298 false null null
171 962 false null null
338 181 false null null
84 973 false null null
683 299 false null null
61 634 false null null
410 929 false null null
451 618 false null null
365 544 false null null
466 97 false null null
257 485 false null null
523 682 false null null
947 120 false null null
364 836 false null null
412 774 false null null
575 661 false null null
13 448 false null null
429 676 false null null
262 613 false null null
920 269 false null null
188 984 false null null
555 102 false null null
68 466 false null null
131 228 false null null
400 468 false null null
328 177 false null null
880 298 false null null
412 694 false null null
324 42 false null null
469 380 false null null
568 70 false null null
180 900 false null null
231 617 false null null
85 249 false null null
117 139 false null null
613 576 false null null
450 971 false null null
319 616 false null null
513 272 false null null
370 332 false null null
109 537 false null null
766 391 false null null
752 321 false null null
998 764 false null null
548 544 false null null
259 358 false null null
384 684 false null null
392 379 false null null
240 479 false null null
657 603 false null null
741 485 false null null
481 696 false null null
962 786 false null null
840 630 false null null
770 978 false null null
439 703 false null null
689 187 false null null
597 877 false null null
517 28 false null null
626 401 false null null
244 991 false null null
466 644 false null null
844 185 false null null
691 117 false null null
82 822 false null null
935 97 false null null
3 642 false null null
885 244 false null null
401 454 false null null
802 581 false null null
620 432 false null null
320 238 false null null
446 186 false null null
709 10 false null null
302 82 false null null
703 677 false null null
48 403 false null null
209 123 false null null
553 507 false null null
110 947 false null null
129 180 false null null
592 757 false null null
754 780 false null null
870 15 false null null
192 155 false null null
615 82 false null null
299 723 false null null
149 36 false null null
738 404 false null null
287 305 false null null
605 47 false null null
284 987 false null null
645 773 false null null
991 15 false null null
353 849 false null null
161 176 false null null
378 631 false null null
105 123 false null null
433 432 false null null
994 419 false null null
615 703 false null null
366 472 false null null
982 300 false null null
226 126 false null null
874 752 false null null
256 52 false null null
706 646 false null null
225 480 false null null
428 460 false null null
935 239 false null null
617 839 false null null
875 365 false null null
290 153 false null null
552 709 false null null
364 443 false null null
635 292 false null null
997 734 false null null
946 811 false null null
62 601 false null null
531 31 false null null
578 587 false null null
106 877 false null null
80 918 false null null
196 521 false null null
831 435 false null null
84 874 false null null
916 544 false null null
234 329 false null null
774 199 false null null
562 740 false null null
998 666 false null null
211 708 false null null
852 236 false null null
777 95 false null null
853 984 false null null
344 595 false null null
860 470 false null null
274 871 false null null
257 988 false null null
339 478 false null null
585 583 false null null
227 146 false null null
77 612 false null null
774 759 false null null
56 772 false null null
377 413 false null null
85 494 false null null
295 243 false null null
204 268 false null null
419 765 false null null
856 203 false null null
531 219 false null null
539 626 false null null
947 273 false null null
298 419 false null null
564 806 false null null
205 631 false null null
109 369 false null null
204 615 false null null
856 149 false null null
8 927 false null null
233 801 false null null
253 76 false null null
54 785 false null null
518 986 false null null
684 891 false null null
11 216 false null null
775 835 false null null
756 553 false null null
516 702 false null null
977 909 false null null
865 245 false null null
883 480 false null null
3 300 false null null
977 762 false null null
124 837 false null null
970 392 false null null
920 89 false null null
505 453 false null null
694 186 false null null
452 533 false null null
505 923 false null null
445 437 false null null
750 592 false null null
422 51 false null null
227 113 false null null
273 333 false null null
41 976 false null null
841 946 false null null
758 0 false null null
285 844 false null null
665 409 false null null
827 720 false null null
34 506 false null null
553 3 false null null
96 538 false null null
281 131 false null null
452 573 false null null
777 105 false null null
981 707 false null null
263 461 false null null
14 184 false null null
922 810 false null null
685 718 false null null
371 590 false null null
205 259 false null null
369 225 false null null
892 652 false null null
494 135 false null null
766 888 false null null
328 478 false null null
984 200 false null null
954 385 false null null
111 966 false null null
774 267 false null null
992 228 false null null
841 817 false null null
962 849 false null null
562 239 false null null
816 255 false null null
273 751 false null null
228 231 false null null
893 953 false null null
931 711 false null null
478 894 false null null
912 989 false null null
433 530 false null null
463 580 false null null
943 503 false null null
359 530 false null null
108 771 false null null
253 336 false null null
158 459 false null null
421 904 false null null
56 624 false null null
427 902 false null null
188 797 false null null
171 469 false null null
618 231 false null null
413 673 false null null
367 64 false null null
398 671 false null null
242 500 false null null
855 896 false null null
994 626 false null null
273 204 false null null
269 595 false null null
301 211 false null null
277 551 false null null
47 547 false null null
987 658 false null null
778 993 false null null
218 919 false null null
194 87 false null null
362 649 false null null
985 818 false null null
507 9 false null null
558 647 false null null
700 331 false null null
594 692 false null null
557 70 false null null
901 297 false null null
698 918 false null null
692 676 false null null
24 10 false null null
780 764 false null null
38 199 false null null
528 335 false null null
996 85 false null null
604 337 false null null
351 153 false null null
808 998 false null null
992 864 false null null
23 333 false null null
618 799 false null null
629 422 false null null
749 677 false null null
207 285 false null null
172 470 false null null
348 831 false null null
109 996 false null null
808 614 false null null
673 127 false null null
710 560 false null null
441 767 false null null
95 12 false null null
216 188 false null null
125 327 false null null
847 959 false null null
57 415 false null null
981 238 false null null
768 461 false null null
640 904 false null null
151 352 false null null
575 399 false null null
796 902 false null null
516 972 false null null
560 936 false null null
892 419 false null null
3 986 false null null
535 359 false null null
506 269 false null null
90 771 false null null
598 327 false null null
343 910 false null null
101 200 false null null
269 333 false null null
214 727 false null null
648 551 false null null
196 956 false null null
518 801 false null null
692 809 false null null
532 903 false null null
589 579 false null null
339 579 false null null
738 267 false null null
866 832 false null null
285 632 false null null
817 406 false null null
104 793 false null null
892 214 false null null
345 259 false null null
570 185 false null null
848 994 false null null
361 499 false null null
644 196 false null null
916 376 false null null
514 340 false null null
873 757 false null null
512 274 false null null
966 609 false null null
184 524 false null null
658 548 false null null
329 734 false null null
358 854 false null null
80 163 false null null
289 836 false null null
923 539 false null null
627 577 false null null
531 860 false null null
39 559 false null null
414 664 false null null
541 946 false null null
962 579 false null null
596 175 false null null
269 271 false null null
644 140 false null null
218 376 false null null
386 59 false null null
391 35 false null null
124 846 false null null
63 291 false null null
22 935 false null null
856 972 false null null
23 912 false null null
716 469 false null null
307 516 false null null
728 232 false null null
506 563 false null null
971 860 false null null
607 284 false null null
322 750 false null null
798 279 false null null
75 702 false null null
107 750 false null null
911 928 false null null
588 199 false null null
95 811 false null null
166 714 false null null
740 220 false null null
969 311 false null null
147 914 false null null
134 132 false null null
313 436 false null null
540 631 false null null
32 26 false null null
969 817 false null null
919 328 false null null
600 395 false null null
1 96 false null null
458 294 false null null
29 908 false null null
219 304 false null null
657 323 false null null
14 866 false null null
399 242 false null null
834 406 false null null
303 727 false null null
708 639 false null null
284 113 false null null
22 902 false null null
423 691 false null null
547 801 false null null
687 869 false null null
207 629 false null null
905 122 false null null
621 312 false null null
717 22 false null null
154 268 false null null
204 479 false null null
983 621 false null null
780 756 false null null
670 340 false null null
982 113 false null null
504 262 false null null
856 367 false null null
586 988 false null null
440 912 false null null
920 645 false null null
39 686 false null null
503 733 false null null
508 527 false null null
561 719 false null null
441 581 false null null
276 257 false null null
498 634 false null null
600 108 false null null
25 220 false null null
616 325 false null null
750 392 false null null
915 143 false null null
148 665 false null null
672 555 false null null
854 784 false null null
611 752 false null null
362 999 false null null
157 483 false null null
750 464 false null null
867 111 false null null
