"Class","org.leores.math.Distribution$DistElement"
"0.1730022362403226","0.1740022362403226","87"
"0.1740022362403226","0.1750022362403226","105"
"0.1750022362403226","0.17600223624032257","81"
"0.17600223624032257","0.17700223624032257","81"
"0.17700223624032257","0.17800223624032258","92"
"0.17800223624032258","0.17900223624032258","103"
"0.17900223624032258","0.18000223624032258","106"
"0.18000223624032258","0.18100223624032258","101"
"0.18100223624032258","0.18200223624032258","95"
"0.18200223624032258","0.18300223624032258","126"
"0.18300223624032258","0.18400223624032258","113"
"0.18400223624032258","0.18500223624032258","97"
"0.18500223624032258","0.18600223624032258","115"
"0.18600223624032258","0.18700223624032258","91"
"0.18700223624032258","0.18800223624032258","105"
"0.18800223624032258","0.18900223624032259","101"
"0.18900223624032259","0.1900022362403226","95"
"0.1900022362403226","0.1910022362403226","93"
"0.1910022362403226","0.1920022362403226","91"
"0.1920022362403226","0.1930022362403226","107"
"0.1930022362403226","0.1940022362403226","106"
"0.1940022362403226","0.1950022362403226","107"
"0.1950022362403226","0.1960022362403226","118"
"0.1960022362403226","0.1970022362403226","74"
"0.1970022362403226","0.1980022362403226","96"
"0.1980022362403226","0.1990022362403226","87"
"0.1990022362403226","0.2000022362403226","103"
"0.2000022362403226","0.2010022362403226","95"
"0.2010022362403226","0.2020022362403226","113"
"0.2020022362403226","0.2030022362403226","100"
"0.2030022362403226","0.2040022362403226","130"
"0.2040022362403226","0.2050022362403226","94"
"0.2050022362403226","0.2060022362403226","102"
"0.2060022362403226","0.2070022362403226","100"
"0.2070022362403226","0.2080022362403226","103"
"0.2080022362403226","0.20900223624032258","113"
"0.20900223624032258","0.21000223624032258","106"
"0.21000223624032258","0.21100223624032258","104"
"0.21100223624032258","0.21200223624032258","113"
"0.21200223624032258","0.21300223624032258","99"
"0.21300223624032258","0.21400223624032258","112"
"0.21400223624032258","0.21500223624032258","107"
"0.21500223624032258","0.21600223624032258","99"
"0.21600223624032258","0.21700223624032258","126"
"0.21700223624032258","0.21800223624032258","92"
"0.21800223624032258","0.21900223624032258","123"
"0.21900223624032258","0.22000223624032259","92"
"0.22000223624032259","0.22100223624032259","88"
"0.22100223624032259","0.2220022362403226","104"
"0.2220022362403226","0.2230022362403226","115"
"0.2230022362403226","0.2240022362403226","106"
"0.2240022362403226","0.2250022362403226","95"
"0.2250022362403226","0.2260022362403226","92"
"0.2260022362403226","0.2270022362403226","108"
"0.2270022362403226","0.2280022362403226","99"
"0.2280022362403226","0.2290022362403226","103"
"0.2290022362403226","0.2300022362403226","118"
"0.2300022362403226","0.2310022362403226","105"
"0.2310022362403226","0.2320022362403226","92"
"0.2320022362403226","0.2330022362403226","102"
"0.2330022362403226","0.2340022362403226","102"
"0.2340022362403226","0.2350022362403226","105"
"0.2350022362403226","0.2360022362403226","108"
"0.2360022362403226","0.2370022362403226","94"
"0.2370022362403226","0.2380022362403226","103"
"0.2380022362403226","0.2390022362403226","114"
"0.2390022362403226","0.24000223624032258","81"
"0.24000223624032258","0.24100223624032258","99"
"0.24100223624032258","0.24200223624032258","110"
"0.24200223624032258","0.24300223624032258","107"
"0.24300223624032258","0.24400223624032258","91"
"0.24400223624032258","0.24500223624032258","86"
"0.24500223624032258","0.24600223624032258","89"
"0.24600223624032258","0.24700223624032258","120"
"0.24700223624032258","0.24800223624032258","90"
"0.24800223624032258","0.24900223624032258","85"
"0.24900223624032258","0.2500022362403226","94"
"0.2500022362403226","0.2510022362403226","106"
"0.2510022362403226","0.2520022362403226","90"
"0.2520022362403226","0.2530022362403226","94"
"0.2530022362403226","0.2540022362403226","105"
"0.2540022362403226","0.2550022362403226","98"
"0.2550022362403226","0.2560022362403226","102"
"0.2560022362403226","0.2570022362403226","88"
"0.2570022362403226","0.2580022362403226","96"
"0.2580022362403226","0.2590022362403226","99"
"0.2590022362403226","0.2600022362403226","90"
"0.2600022362403226","0.2610022362403226","99"
"0.2610022362403226","0.2620022362403226","86"
"0.2620022362403226","0.2630022362403226","109"
"0.2630022362403226","0.2640022362403226","110"
"0.2640022362403226","0.2650022362403226","101"
"0.2650022362403226","0.2660022362403226","115"
"0.2660022362403226","0.2670022362403226","81"
"0.2670022362403226","0.2680022362403226","96"
"0.2680022362403226","0.2690022362403226","78"
"0.2690022362403226","0.2700022362403226","90"
"0.2700022362403226","0.2710022362403226","98"
"0.2710022362403226","0.2720022362403226","89"
"0.2720022362403226","0.2730022362403226","82"
"0.2730022362403226","0.2740022362403226","113"
"0.2740022362403226","0.2750022362403226","97"
"0.2750022362403226","0.2760022362403226","109"
"0.2760022362403226","0.2770022362403226","96"
"0.2770022362403226","0.2780022362403226","111"
"0.2780022362403226","0.2790022362403226","108"
"0.2790022362403226","0.2800022362403226","98"
"0.2800022362403226","0.2810022362403226","85"
"0.2810022362403226","0.2820022362403226","97"
"0.2820022362403226","0.2830022362403226","103"
"0.2830022362403226","0.2840022362403226","89"
"0.2840022362403226","0.2850022362403226","95"
"0.2850022362403226","0.2860022362403226","96"
"0.2860022362403226","0.2870022362403226","89"
"0.2870022362403226","0.2880022362403226","105"
"0.2880022362403226","0.28900223624032256","109"
"0.28900223624032256","0.29000223624032256","98"
"0.29000223624032256","0.29100223624032256","107"
"0.29100223624032256","0.29200223624032257","95"
"0.29200223624032257","0.29300223624032257","101"
"0.29300223624032257","0.29400223624032257","89"
"0.29400223624032257","0.29500223624032257","105"
"0.29500223624032257","0.29600223624032257","110"
"0.29600223624032257","0.29700223624032257","104"
"0.29700223624032257","0.29800223624032257","100"
"0.29800223624032257","0.29900223624032257","104"
"0.29900223624032257","0.3000022362403226","108"
"0.3000022362403226","0.3010022362403226","110"
"0.3010022362403226","0.3020022362403226","111"
"0.3020022362403226","0.3030022362403226","98"
"0.3030022362403226","0.3040022362403226","95"
"0.3040022362403226","0.3050022362403226","82"
"0.3050022362403226","0.3060022362403226","106"
"0.3060022362403226","0.3070022362403226","94"
"0.3070022362403226","0.3080022362403226","126"
"0.3080022362403226","0.3090022362403226","121"
"0.3090022362403226","0.3100022362403226","111"
"0.3100022362403226","0.3110022362403226","83"
"0.3110022362403226","0.3120022362403226","95"
"0.3120022362403226","0.3130022362403226","91"
"0.3130022362403226","0.3140022362403226","103"
"0.3140022362403226","0.3150022362403226","99"
"0.3150022362403226","0.3160022362403226","77"
"0.3160022362403226","0.3170022362403226","86"
"0.3170022362403226","0.3180022362403226","85"
"0.3180022362403226","0.3190022362403226","97"
"0.3190022362403226","0.3200022362403226","78"
"0.3200022362403226","0.3210022362403226","87"
"0.3210022362403226","0.3220022362403226","90"
"0.3220022362403226","0.3230022362403226","90"
"0.3230022362403226","0.3240022362403226","102"
"0.3240022362403226","0.3250022362403226","88"
"0.3250022362403226","0.3260022362403226","107"
"0.3260022362403226","0.3270022362403226","90"
"0.3270022362403226","0.3280022362403226","98"
"0.3280022362403226","0.3290022362403226","108"
"0.3290022362403226","0.3300022362403226","92"
"0.3300022362403226","0.3310022362403226","91"
"0.3310022362403226","0.3320022362403226","97"
"0.3320022362403226","0.3330022362403226","105"
"0.3330022362403226","0.3340022362403226","111"
"0.3340022362403226","0.3350022362403226","95"
"0.3350022362403226","0.3360022362403226","91"
"0.3360022362403226","0.3370022362403226","101"
"0.3370022362403226","0.3380022362403226","91"
"0.3380022362403226","0.3390022362403226","97"
"0.3390022362403226","0.3400022362403226","95"
"0.3400022362403226","0.3410022362403226","104"
"0.3410022362403226","0.3420022362403226","98"
"0.3420022362403226","0.3430022362403226","79"
"0.3430022362403226","0.3440022362403226","93"
"0.3440022362403226","0.3450022362403226","93"
"0.3450022362403226","0.3460022362403226","105"
"0.3460022362403226","0.3470022362403226","92"
"0.3470022362403226","0.3480022362403226","117"
"0.3480022362403226","0.3490022362403226","107"
"0.3490022362403226","0.3500022362403226","102"
"0.3500022362403226","0.3510022362403226","108"
"0.3510022362403226","0.35200223624032256","75"
"0.35200223624032256","0.35300223624032256","114"
"0.35300223624032256","0.35400223624032257","87"
"0.35400223624032257","0.35500223624032257","87"
"0.35500223624032257","0.35600223624032257","88"
"0.35600223624032257","0.35700223624032257","114"
"0.35700223624032257","0.35800223624032257","93"
"0.35800223624032257","0.35900223624032257","109"
"0.35900223624032257","0.36000223624032257","94"
"0.36000223624032257","0.36100223624032257","121"
"0.36100223624032257","0.3620022362403226","92"
"0.3620022362403226","0.3630022362403226","106"
"0.3630022362403226","0.3640022362403226","110"
"0.3640022362403226","0.3650022362403226","100"
"0.3650022362403226","0.3660022362403226","107"
"0.3660022362403226","0.3670022362403226","106"
"0.3670022362403226","0.3680022362403226","109"
"0.3680022362403226","0.3690022362403226","95"
"0.3690022362403226","0.3700022362403226","119"
"0.3700022362403226","0.3710022362403226","96"
"0.3710022362403226","0.3720022362403226","99"
"0.3720022362403226","0.3730022362403226","103"
"0.3730022362403226","0.3740022362403226","112"
"0.3740022362403226","0.3750022362403226","111"
"0.3750022362403226","0.3760022362403226","103"
"0.3760022362403226","0.3770022362403226","105"
"0.3770022362403226","0.3780022362403226","104"
"0.3780022362403226","0.3790022362403226","86"
"0.3790022362403226","0.3800022362403226","86"
"0.3800022362403226","0.3810022362403226","108"
"0.3810022362403226","0.3820022362403226","101"
"0.3820022362403226","0.3830022362403226","105"
"0.3830022362403226","0.3840022362403226","96"
"0.3840022362403226","0.3850022362403226","110"
"0.3850022362403226","0.3860022362403226","105"
"0.3860022362403226","0.3870022362403226","99"
"0.3870022362403226","0.3880022362403226","103"
"0.3880022362403226","0.3890022362403226","107"
"0.3890022362403226","0.3900022362403226","94"
"0.3900022362403226","0.3910022362403226","103"
"0.3910022362403226","0.3920022362403226","100"
"0.3920022362403226","0.3930022362403226","124"
"0.3930022362403226","0.3940022362403226","91"
"0.3940022362403226","0.3950022362403226","90"
"0.3950022362403226","0.3960022362403226","99"
"0.3960022362403226","0.3970022362403226","101"
"0.3970022362403226","0.3980022362403226","95"
"0.3980022362403226","0.3990022362403226","117"
"0.3990022362403226","0.4000022362403226","90"
"0.4000022362403226","0.4010022362403226","99"
"0.4010022362403226","0.4020022362403226","114"
"0.4020022362403226","0.4030022362403226","124"
"0.4030022362403226","0.4040022362403226","94"
"0.4040022362403226","0.4050022362403226","93"
"0.4050022362403226","0.4060022362403226","92"
"0.4060022362403226","0.4070022362403226","110"
"0.4070022362403226","0.4080022362403226","94"
"0.4080022362403226","0.4090022362403226","97"
"0.4090022362403226","0.4100022362403226","97"
"0.4100022362403226","0.4110022362403226","106"
"0.4110022362403226","0.4120022362403226","91"
"0.4120022362403226","0.4130022362403226","123"
"0.4130022362403226","0.4140022362403226","113"
"0.4140022362403226","0.4150022362403226","85"
"0.4150022362403226","0.4160022362403226","86"
"0.4160022362403226","0.41700223624032257","96"
"0.41700223624032257","0.41800223624032257","88"
"0.41800223624032257","0.41900223624032257","85"
"0.41900223624032257","0.42000223624032257","91"
"0.42000223624032257","0.42100223624032257","115"
"0.42100223624032257","0.42200223624032257","98"
"0.42200223624032257","0.42300223624032257","103"
"0.42300223624032257","0.42400223624032257","114"
"0.42400223624032257","0.4250022362403226","93"
"0.4250022362403226","0.4260022362403226","102"
"0.4260022362403226","0.4270022362403226","102"
"0.4270022362403226","0.4280022362403226","114"
"0.4280022362403226","0.4290022362403226","97"
"0.4290022362403226","0.4300022362403226","103"
"0.4300022362403226","0.4310022362403226","90"
"0.4310022362403226","0.4320022362403226","119"
"0.4320022362403226","0.4330022362403226","90"
"0.4330022362403226","0.4340022362403226","103"
"0.4340022362403226","0.4350022362403226","99"
"0.4350022362403226","0.4360022362403226","106"
"0.4360022362403226","0.4370022362403226","105"
"0.4370022362403226","0.4380022362403226","84"
"0.4380022362403226","0.4390022362403226","87"
"0.4390022362403226","0.4400022362403226","87"
"0.4400022362403226","0.4410022362403226","102"
"0.4410022362403226","0.4420022362403226","93"
"0.4420022362403226","0.4430022362403226","105"
"0.4430022362403226","0.4440022362403226","98"
"0.4440022362403226","0.4450022362403226","101"
"0.4450022362403226","0.4460022362403226","114"
"0.4460022362403226","0.4470022362403226","104"
"0.4470022362403226","0.4480022362403226","100"
"0.4480022362403226","0.4490022362403226","114"
"0.4490022362403226","0.4500022362403226","100"
"0.4500022362403226","0.4510022362403226","93"
"0.4510022362403226","0.4520022362403226","104"
"0.4520022362403226","0.4530022362403226","84"
"0.4530022362403226","0.4540022362403226","99"
"0.4540022362403226","0.4550022362403226","99"
"0.4550022362403226","0.4560022362403226","79"
"0.4560022362403226","0.4570022362403226","114"
"0.4570022362403226","0.4580022362403226","103"
"0.4580022362403226","0.4590022362403226","91"
"0.4590022362403226","0.4600022362403226","101"
"0.4600022362403226","0.4610022362403226","87"
"0.4610022362403226","0.4620022362403226","94"
"0.4620022362403226","0.4630022362403226","111"
"0.4630022362403226","0.4640022362403226","93"
"0.4640022362403226","0.4650022362403226","108"
"0.4650022362403226","0.4660022362403226","86"
"0.4660022362403226","0.4670022362403226","105"
"0.4670022362403226","0.4680022362403226","93"
"0.4680022362403226","0.4690022362403226","107"
"0.4690022362403226","0.4700022362403226","95"
"0.4700022362403226","0.4710022362403226","106"
"0.4710022362403226","0.4720022362403226","102"
"0.4720022362403226","0.4730022362403226","116"
"0.4730022362403226","0.4740022362403226","93"
"0.4740022362403226","0.4750022362403226","102"
"0.4750022362403226","0.4760022362403226","94"
"0.4760022362403226","0.4770022362403226","102"
"0.4770022362403226","0.4780022362403226","105"
"0.4780022362403226","0.4790022362403226","104"
"0.4790022362403226","0.48000223624032257","97"
"0.48000223624032257","0.48100223624032257","93"
"0.48100223624032257","0.48200223624032257","92"
"0.48200223624032257","0.48300223624032257","104"
"0.48300223624032257","0.48400223624032257","109"
"0.48400223624032257","0.48500223624032257","97"
"0.48500223624032257","0.48600223624032257","103"
"0.48600223624032257","0.4870022362403226","119"
"0.4870022362403226","0.4880022362403226","95"
"0.4880022362403226","0.4890022362403226","118"
"0.4890022362403226","0.4900022362403226","78"
"0.4900022362403226","0.4910022362403226","110"
"0.4910022362403226","0.4920022362403226","95"
"0.4920022362403226","0.4930022362403226","101"
"0.4930022362403226","0.4940022362403226","106"
"0.4940022362403226","0.4950022362403226","121"
"0.4950022362403226","0.4960022362403226","100"
"0.4960022362403226","0.4970022362403226","105"
"0.4970022362403226","0.4980022362403226","117"
"0.4980022362403226","0.4990022362403226","94"
"0.4990022362403226","0.5000022362403226","102"
"0.5000022362403226","0.5010022362403226","97"
"0.5010022362403226","0.5020022362403226","93"
"0.5020022362403226","0.5030022362403226","91"
"0.5030022362403226","0.5040022362403226","107"
"0.5040022362403226","0.5050022362403226","107"
"0.5050022362403226","0.5060022362403226","96"
"0.5060022362403226","0.5070022362403226","85"
"0.5070022362403226","0.5080022362403226","91"
"0.5080022362403226","0.5090022362403226","102"
"0.5090022362403226","0.5100022362403226","86"
"0.5100022362403226","0.5110022362403226","104"
"0.5110022362403226","0.5120022362403226","101"
"0.5120022362403226","0.5130022362403226","91"
"0.5130022362403226","0.5140022362403226","103"
"0.5140022362403226","0.5150022362403226","97"
"0.5150022362403226","0.5160022362403226","122"
"0.5160022362403226","0.5170022362403226","109"
"0.5170022362403226","0.5180022362403226","101"
"0.5180022362403226","0.5190022362403226","95"
"0.5190022362403226","0.5200022362403226","106"
"0.5200022362403226","0.5210022362403226","98"
"0.5210022362403226","0.5220022362403226","109"
"0.5220022362403226","0.5230022362403226","94"
"0.5230022362403226","0.5240022362403226","102"
"0.5240022362403226","0.5250022362403226","113"
"0.5250022362403226","0.5260022362403226","113"
"0.5260022362403226","0.5270022362403226","92"
"0.5270022362403226","0.5280022362403226","99"
"0.5280022362403226","0.5290022362403226","81"
"0.5290022362403226","0.5300022362403226","86"
"0.5300022362403226","0.5310022362403226","90"
"0.5310022362403226","0.5320022362403226","100"
"0.5320022362403226","0.5330022362403226","95"
"0.5330022362403226","0.5340022362403226","94"
"0.5340022362403226","0.5350022362403226","132"
"0.5350022362403226","0.5360022362403226","105"
"0.5360022362403226","0.5370022362403226","96"
"0.5370022362403226","0.5380022362403226","103"
"0.5380022362403226","0.5390022362403226","102"
"0.5390022362403226","0.5400022362403226","111"
"0.5400022362403226","0.5410022362403226","88"
"0.5410022362403226","0.5420022362403226","96"
"0.5420022362403226","0.5430022362403226","110"
"0.5430022362403226","0.5440022362403226","103"
"0.5440022362403226","0.5450022362403226","97"
"0.5450022362403226","0.5460022362403226","91"
"0.5460022362403226","0.5470022362403226","113"
"0.5470022362403226","0.5480022362403226","104"
"0.5480022362403226","0.5490022362403226","100"
"0.5490022362403226","0.5500022362403226","112"
"0.5500022362403226","0.5510022362403226","80"
"0.5510022362403226","0.5520022362403226","95"
"0.5520022362403226","0.5530022362403226","112"
"0.5530022362403226","0.5540022362403226","101"
"0.5540022362403226","0.5550022362403226","109"
"0.5550022362403226","0.5560022362403226","93"
"0.5560022362403226","0.5570022362403226","86"
"0.5570022362403226","0.5580022362403226","95"
"0.5580022362403226","0.5590022362403226","128"
"0.5590022362403226","0.5600022362403226","126"
"0.5600022362403226","0.5610022362403226","94"
"0.5610022362403226","0.5620022362403226","88"
"0.5620022362403226","0.5630022362403226","94"
"0.5630022362403226","0.5640022362403226","103"
"0.5640022362403226","0.5650022362403226","94"
"0.5650022362403226","0.5660022362403226","93"
"0.5660022362403226","0.5670022362403226","110"
"0.5670022362403226","0.5680022362403226","95"
"0.5680022362403226","0.5690022362403226","101"
"0.5690022362403226","0.5700022362403226","89"
"0.5700022362403226","0.5710022362403226","101"
"0.5710022362403226","0.5720022362403226","102"
"0.5720022362403226","0.5730022362403226","106"
"0.5730022362403226","0.5740022362403226","95"
"0.5740022362403226","0.5750022362403227","108"
"0.5750022362403227","0.5760022362403225","103"
"0.5760022362403225","0.5770022362403225","106"
"0.5770022362403225","0.5780022362403225","93"
"0.5780022362403225","0.5790022362403225","82"
"0.5790022362403225","0.5800022362403225","86"
"0.5800022362403225","0.5810022362403225","89"
"0.5810022362403225","0.5820022362403225","86"
"0.5820022362403225","0.5830022362403225","100"
"0.5830022362403225","0.5840022362403225","89"
"0.5840022362403225","0.5850022362403225","98"
"0.5850022362403225","0.5860022362403225","99"
"0.5860022362403225","0.5870022362403226","110"
"0.5870022362403226","0.5880022362403226","89"
"0.5880022362403226","0.5890022362403226","120"
"0.5890022362403226","0.5900022362403226","93"
"0.5900022362403226","0.5910022362403226","79"
"0.5910022362403226","0.5920022362403226","105"
"0.5920022362403226","0.5930022362403226","103"
"0.5930022362403226","0.5940022362403226","112"
"0.5940022362403226","0.5950022362403226","99"
"0.5950022362403226","0.5960022362403226","110"
"0.5960022362403226","0.5970022362403226","96"
"0.5970022362403226","0.5980022362403226","106"
"0.5980022362403226","0.5990022362403226","93"
"0.5990022362403226","0.6000022362403226","108"
"0.6000022362403226","0.6010022362403226","113"
"0.6010022362403226","0.6020022362403226","110"
"0.6020022362403226","0.6030022362403226","105"
"0.6030022362403226","0.6040022362403226","86"
"0.6040022362403226","0.6050022362403226","124"
"0.6050022362403226","0.6060022362403226","83"
"0.6060022362403226","0.6070022362403226","100"
"0.6070022362403226","0.6080022362403226","92"
"0.6080022362403226","0.6090022362403226","100"
"0.6090022362403226","0.6100022362403226","113"
"0.6100022362403226","0.6110022362403226","77"
"0.6110022362403226","0.6120022362403226","101"
"0.6120022362403226","0.6130022362403226","117"
"0.6130022362403226","0.6140022362403226","103"
"0.6140022362403226","0.6150022362403226","109"
"0.6150022362403226","0.6160022362403226","108"
"0.6160022362403226","0.6170022362403226","84"
"0.6170022362403226","0.6180022362403226","94"
"0.6180022362403226","0.6190022362403226","112"
"0.6190022362403226","0.6200022362403226","104"
"0.6200022362403226","0.6210022362403226","90"
"0.6210022362403226","0.6220022362403226","114"
"0.6220022362403226","0.6230022362403226","102"
"0.6230022362403226","0.6240022362403226","92"
"0.6240022362403226","0.6250022362403226","95"
"0.6250022362403226","0.6260022362403226","122"
"0.6260022362403226","0.6270022362403226","88"
"0.6270022362403226","0.6280022362403226","95"
"0.6280022362403226","0.6290022362403226","109"
"0.6290022362403226","0.6300022362403226","111"
"0.6300022362403226","0.6310022362403226","122"
"0.6310022362403226","0.6320022362403226","101"
"0.6320022362403226","0.6330022362403226","107"
