Network 0 1000 2000 null
587 762 false null null
982 993 false null null
787 591 false null null
354 930 false null null
429 47 false null null
580 776 false null null
448 580 false null null
617 823 false null null
523 379 false null null
621 984 false null null
648 949 false null null
957 833 false null null
32 390 false null null
692 50 false null null
805 601 false null null
302 519 false null null
103 914 false null null
588 335 false null null
870 672 false null null
865 916 false null null
714 847 false null null
477 401 false null null
803 529 false null null
609 440 false null null
837 637 false null null
916 644 false null null
493 427 false null null
973 886 false null null
593 643 false null null
946 829 false null null
819 710 false null null
626 293 false null null
308 847 false null null
829 970 false null null
927 205 false null null
642 849 false null null
949 192 false null null
727 665 false null null
894 816 false null null
974 751 false null null
146 754 false null null
452 824 false null null
995 892 false null null
926 942 false null null
552 28 false null null
679 347 false null null
518 495 false null null
675 861 false null null
568 576 false null null
653 643 false null null
423 380 false null null
704 379 false null null
614 761 false null null
472 943 false null null
981 753 false null null
434 806 false null null
985 628 false null null
958 407 false null null
877 524 false null null
627 745 false null null
808 992 false null null
421 989 false null null
535 874 false null null
529 250 false null null
895 456 false null null
558 554 false null null
547 771 false null null
832 477 false null null
588 616 false null null
909 230 false null null
874 845 false null null
900 589 false null null
807 106 false null null
982 763 false null null
815 533 false null null
999 243 false null null
834 962 false null null
928 975 false null null
945 797 false null null
287 840 false null null
752 284 false null null
964 681 false null null
723 722 false null null
181 526 false null null
974 228 false null null
801 577 false null null
278 800 false null null
840 895 false null null
788 835 false null null
507 570 false null null
813 455 false null null
853 818 false null null
754 882 false null null
204 18 false null null
560 719 false null null
562 274 false null null
635 724 false null null
734 608 false null null
918 933 false null null
900 832 false null null
958 904 false null null
652 721 false null null
366 971 false null null
445 573 false null null
718 830 false null null
575 546 false null null
478 254 false null null
814 872 false null null
486 295 false null null
911 405 false null null
363 247 false null null
927 325 false null null
912 51 false null null
833 468 false null null
983 337 false null null
402 706 false null null
579 582 false null null
412 16 false null null
725 470 false null null
195 803 false null null
988 516 false null null
948 921 false null null
342 971 false null null
762 905 false null null
563 982 false null null
811 132 false null null
820 412 false null null
591 357 false null null
67 105 false null null
610 276 false null null
959 211 false null null
838 24 false null null
368 287 false null null
714 717 false null null
526 43 false null null
876 911 false null null
961 135 false null null
673 138 false null null
171 346 false null null
795 509 false null null
222 998 false null null
444 202 false null null
381 486 false null null
695 139 false null null
770 166 false null null
346 790 false null null
988 791 false null null
198 243 false null null
344 79 false null null
568 318 false null null
410 664 false null null
967 803 false null null
306 760 false null null
332 528 false null null
68 551 false null null
767 361 false null null
955 485 false null null
685 674 false null null
919 915 false null null
886 848 false null null
285 597 false null null
477 952 false null null
538 915 false null null
367 970 false null null
565 910 false null null
429 379 false null null
265 611 false null null
861 717 false null null
549 746 false null null
753 890 false null null
781 231 false null null
759 520 false null null
935 413 false null null
891 578 false null null
965 492 false null null
102 929 false null null
695 289 false null null
317 303 false null null
362 719 false null null
930 318 false null null
904 550 false null null
738 597 false null null
129 329 false null null
970 480 false null null
372 758 false null null
731 732 false null null
792 762 false null null
442 523 false null null
381 923 false null null
990 296 false null null
773 823 false null null
982 578 false null null
459 953 false null null
454 953 false null null
766 874 false null null
907 214 false null null
499 974 false null null
267 462 false null null
702 854 false null null
354 966 false null null
869 701 false null null
402 373 false null null
926 707 false null null
754 989 false null null
935 782 false null null
975 768 false null null
741 845 false null null
802 826 false null null
786 836 false null null
973 806 false null null
862 850 false null null
323 181 false null null
607 279 false null null
708 620 false null null
901 958 false null null
998 411 false null null
984 216 false null null
629 425 false null null
239 112 false null null
830 950 false null null
288 351 false null null
629 821 false null null
936 518 false null null
891 903 false null null
987 83 false null null
705 896 false null null
361 293 false null null
930 160 false null null
237 992 false null null
512 417 false null null
556 902 false null null
931 560 false null null
607 676 false null null
777 762 false null null
986 905 false null null
674 879 false null null
825 237 false null null
589 974 false null null
906 454 false null null
922 668 false null null
940 705 false null null
564 850 false null null
903 31 false null null
777 647 false null null
501 645 false null null
521 77 false null null
58 742 false null null
325 307 false null null
577 269 false null null
855 938 false null null
517 482 false null null
997 949 false null null
986 505 false null null
841 404 false null null
517 222 false null null
915 576 false null null
857 897 false null null
849 736 false null null
45 716 false null null
693 986 false null null
768 876 false null null
893 745 false null null
994 475 false null null
482 636 false null null
254 549 false null null
741 979 false null null
826 598 false null null
316 944 false null null
971 527 false null null
439 910 false null null
790 778 false null null
997 922 false null null
782 850 false null null
672 646 false null null
755 161 false null null
116 884 false null null
655 991 false null null
399 990 false null null
655 759 false null null
484 283 false null null
875 731 false null null
852 616 false null null
236 633 false null null
285 991 false null null
669 395 false null null
829 537 false null null
786 530 false null null
255 725 false null null
598 960 false null null
439 211 false null null
206 472 false null null
621 971 false null null
460 280 false null null
416 273 false null null
906 27 false null null
801 542 false null null
510 810 false null null
339 925 false null null
144 759 false null null
824 345 false null null
251 396 false null null
994 553 false null null
842 780 false null null
729 974 false null null
838 530 false null null
865 667 false null null
435 156 false null null
730 458 false null null
501 350 false null null
768 541 false null null
330 177 false null null
87 785 false null null
378 683 false null null
550 910 false null null
993 728 false null null
508 675 false null null
754 338 false null null
140 139 false null null
327 831 false null null
102 944 false null null
990 999 false null null
849 146 false null null
998 500 false null null
677 920 false null null
480 985 false null null
680 947 false null null
233 618 false null null
834 66 false null null
678 842 false null null
515 433 false null null
152 967 false null null
403 60 false null null
807 13 false null null
934 95 false null null
877 169 false null null
805 621 false null null
953 557 false null null
567 885 false null null
835 519 false null null
850 245 false null null
122 436 false null null
735 158 false null null
854 741 false null null
809 939 false null null
960 746 false null null
995 917 false null null
383 968 false null null
798 730 false null null
124 278 false null null
936 748 false null null
281 481 false null null
310 381 false null null
953 964 false null null
911 129 false null null
968 787 false null null
98 407 false null null
860 639 false null null
783 947 false null null
761 608 false null null
935 984 false null null
799 723 false null null
610 975 false null null
705 992 false null null
745 438 false null null
615 294 false null null
787 637 false null null
651 606 false null null
839 958 false null null
702 963 false null null
960 913 false null null
573 826 false null null
503 949 false null null
494 850 false null null
713 852 false null null
671 691 false null null
754 554 false null null
255 642 false null null
763 451 false null null
959 636 false null null
840 981 false null null
747 638 false null null
811 643 false null null
804 824 false null null
689 834 false null null
821 867 false null null
921 692 false null null
868 981 false null null
644 944 false null null
972 827 false null null
409 623 false null null
692 536 false null null
856 506 false null null
706 937 false null null
854 722 false null null
760 525 false null null
715 450 false null null
505 913 false null null
688 499 false null null
414 501 false null null
780 922 false null null
813 462 false null null
966 325 false null null
492 664 false null null
351 976 false null null
977 822 false null null
270 203 false null null
172 997 false null null
489 863 false null null
812 784 false null null
180 595 false null null
267 65 false null null
934 548 false null null
843 980 false null null
157 761 false null null
597 769 false null null
726 590 false null null
828 885 false null null
733 274 false null null
944 698 false null null
704 979 false null null
540 666 false null null
659 62 false null null
662 404 false null null
927 253 false null null
705 632 false null null
168 265 false null null
268 481 false null null
927 241 false null null
277 870 false null null
368 883 false null null
666 436 false null null
978 563 false null null
798 761 false null null
997 703 false null null
991 431 false null null
672 669 false null null
853 461 false null null
244 311 false null null
926 985 false null null
508 632 false null null
882 597 false null null
407 949 false null null
390 919 false null null
681 865 false null null
879 679 false null null
334 989 false null null
438 147 false null null
764 777 false null null
108 917 false null null
246 600 false null null
437 839 false null null
202 931 false null null
970 954 false null null
380 648 false null null
927 321 false null null
424 683 false null null
788 425 false null null
271 970 false null null
812 359 false null null
420 785 false null null
88 714 false null null
524 908 false null null
323 461 false null null
539 357 false null null
515 510 false null null
700 996 false null null
389 399 false null null
847 881 false null null
843 704 false null null
882 657 false null null
130 333 false null null
400 700 false null null
837 677 false null null
736 167 false null null
810 956 false null null
779 827 false null null
828 81 false null null
273 657 false null null
933 966 false null null
890 891 false null null
514 976 false null null
694 648 false null null
491 576 false null null
977 284 false null null
997 554 false null null
900 808 false null null
473 487 false null null
133 591 false null null
688 641 false null null
611 940 false null null
521 522 false null null
950 866 false null null
915 422 false null null
654 165 false null null
877 585 false null null
983 670 false null null
999 894 false null null
804 323 false null null
671 550 false null null
559 809 false null null
947 179 false null null
313 421 false null null
666 938 false null null
572 298 false null null
975 476 false null null
587 716 false null null
616 582 false null null
662 198 false null null
191 697 false null null
697 916 false null null
497 687 false null null
766 995 false null null
177 969 false null null
811 978 false null null
241 938 false null null
117 491 false null null
540 274 false null null
994 636 false null null
558 662 false null null
426 446 false null null
658 463 false null null
986 748 false null null
445 244 false null null
776 581 false null null
779 625 false null null
579 428 false null null
920 919 false null null
415 897 false null null
825 415 false null null
920 769 false null null
929 822 false null null
120 897 false null null
313 549 false null null
997 443 false null null
769 926 false null null
676 713 false null null
818 997 false null null
926 817 false null null
792 533 false null null
588 535 false null null
702 488 false null null
984 446 false null null
724 861 false null null
952 261 false null null
886 693 false null null
821 799 false null null
654 823 false null null
464 210 false null null
912 192 false null null
136 866 false null null
773 980 false null null
985 296 false null null
685 746 false null null
180 822 false null null
240 824 false null null
857 572 false null null
620 991 false null null
427 801 false null null
472 982 false null null
913 817 false null null
468 835 false null null
749 562 false null null
614 825 false null null
973 940 false null null
706 577 false null null
80 256 false null null
511 933 false null null
783 795 false null null
158 813 false null null
919 85 false null null
727 976 false null null
371 82 false null null
284 731 false null null
844 469 false null null
914 840 false null null
467 954 false null null
820 679 false null null
969 943 false null null
925 532 false null null
930 397 false null null
617 698 false null null
785 908 false null null
126 328 false null null
708 548 false null null
225 969 false null null
792 382 false null null
331 200 false null null
189 880 false null null
537 680 false null null
176 433 false null null
686 481 false null null
951 940 false null null
269 961 false null null
886 960 false null null
420 875 false null null
462 798 false null null
290 728 false null null
496 836 false null null
245 92 false null null
932 583 false null null
582 924 false null null
290 755 false null null
862 569 false null null
987 772 false null null
861 443 false null null
281 973 false null null
667 767 false null null
292 808 false null null
947 928 false null null
915 978 false null null
724 866 false null null
494 331 false null null
883 619 false null null
781 770 false null null
856 959 false null null
981 409 false null null
149 691 false null null
711 899 false null null
437 447 false null null
978 798 false null null
354 416 false null null
668 377 false null null
143 657 false null null
650 718 false null null
442 898 false null null
912 920 false null null
375 936 false null null
864 557 false null null
650 928 false null null
396 701 false null null
694 603 false null null
907 757 false null null
894 511 false null null
819 991 false null null
427 369 false null null
846 339 false null null
964 376 false null null
417 227 false null null
944 778 false null null
934 744 false null null
901 345 false null null
965 546 false null null
266 932 false null null
599 889 false null null
908 33 false null null
463 570 false null null
701 224 false null null
134 703 false null null
737 888 false null null
449 843 false null null
706 796 false null null
330 464 false null null
535 345 false null null
830 643 false null null
845 877 false null null
823 848 false null null
989 389 false null null
462 658 false null null
671 324 false null null
411 685 false null null
53 939 false null null
173 655 false null null
695 752 false null null
473 603 false null null
798 995 false null null
853 863 false null null
986 863 false null null
419 836 false null null
441 660 false null null
953 368 false null null
459 276 false null null
732 703 false null null
539 821 false null null
500 187 false null null
957 585 false null null
589 238 false null null
996 936 false null null
137 642 false null null
748 903 false null null
656 388 false null null
633 811 false null null
732 772 false null null
968 511 false null null
892 876 false null null
558 432 false null null
909 667 false null null
870 268 false null null
468 206 false null null
740 975 false null null
944 923 false null null
314 720 false null null
424 967 false null null
833 340 false null null
664 728 false null null
482 775 false null null
304 964 false null null
838 756 false null null
778 599 false null null
99 682 false null null
970 250 false null null
655 183 false null null
261 933 false null null
732 882 false null null
793 249 false null null
911 126 false null null
767 398 false null null
419 800 false null null
743 809 false null null
86 991 false null null
938 899 false null null
195 406 false null null
920 977 false null null
120 956 false null null
275 996 false null null
844 888 false null null
226 693 false null null
734 240 false null null
318 870 false null null
971 770 false null null
626 184 false null null
204 713 false null null
30 877 false null null
215 719 false null null
525 168 false null null
609 760 false null null
969 640 false null null
498 961 false null null
937 408 false null null
971 104 false null null
726 654 false null null
860 585 false null null
309 880 false null null
637 957 false null null
852 316 false null null
444 628 false null null
266 985 false null null
796 702 false null null
868 919 false null null
251 632 false null null
748 650 false null null
673 111 false null null
469 948 false null null
600 310 false null null
44 649 false null null
959 627 false null null
260 160 false null null
874 467 false null null
898 998 false null null
846 531 false null null
290 784 false null null
786 902 false null null
872 758 false null null
671 700 false null null
749 620 false null null
608 971 false null null
365 513 false null null
531 826 false null null
127 235 false null null
890 838 false null null
922 818 false null null
946 820 false null null
735 924 false null null
260 355 false null null
499 853 false null null
760 247 false null null
896 786 false null null
614 386 false null null
128 566 false null null
326 489 false null null
598 321 false null null
907 891 false null null
435 737 false null null
360 522 false null null
839 356 false null null
514 929 false null null
770 151 false null null
639 348 false null null
504 956 false null null
641 571 false null null
712 101 false null null
976 543 false null null
376 909 false null null
373 740 false null null
983 458 false null null
339 583 false null null
366 896 false null null
292 996 false null null
807 957 false null null
484 492 false null null
551 906 false null null
70 536 false null null
640 984 false null null
25 727 false null null
903 459 false null null
847 184 false null null
190 329 false null null
159 504 false null null
266 947 false null null
932 867 false null null
883 178 false null null
733 673 false null null
789 466 false null null
636 509 false null null
912 227 false null null
962 358 false null null
720 347 false null null
769 474 false null null
401 918 false null null
758 476 false null null
503 465 false null null
314 624 false null null
593 595 false null null
794 790 false null null
115 508 false null null
430 487 false null null
646 654 false null null
466 765 false null null
737 612 false null null
931 917 false null null
963 737 false null null
710 995 false null null
873 316 false null null
855 518 false null null
931 736 false null null
958 182 false null null
793 780 false null null
252 656 false null null
497 631 false null null
315 262 false null null
362 837 false null null
993 783 false null null
802 566 false null null
646 964 false null null
276 899 false null null
848 884 false null null
358 270 false null null
563 994 false null null
638 994 false null null
733 927 false null null
537 713 false null null
851 917 false null null
613 767 false null null
387 479 false null null
986 936 false null null
361 399 false null null
980 556 false null null
806 463 false null null
428 461 false null null
681 878 false null null
162 784 false null null
751 474 false null null
649 909 false null null
819 109 false null null
905 336 false null null
913 965 false null null
485 750 false null null
887 856 false null null
696 872 false null null
993 317 false null null
503 470 false null null
778 866 false null null
934 398 false null null
649 292 false null null
393 744 false null null
867 91 false null null
437 638 false null null
710 665 false null null
976 586 false null null
672 873 false null null
774 534 false null null
699 894 false null null
989 960 false null null
962 689 false null null
590 757 false null null
519 187 false null null
941 498 false null null
711 872 false null null
488 587 false null null
959 965 false null null
784 739 false null null
747 861 false null null
834 980 false null null
110 528 false null null
369 520 false null null
699 193 false null null
738 698 false null null
923 898 false null null
559 41 false null null
689 817 false null null
651 740 false null null
521 468 false null null
631 188 false null null
395 271 false null null
615 154 false null null
170 911 false null null
263 949 false null null
544 999 false null null
118 433 false null null
686 281 false null null
435 74 false null null
817 775 false null null
934 752 false null null
277 791 false null null
987 851 false null null
668 637 false null null
891 950 false null null
860 481 false null null
981 544 false null null
425 820 false null null
201 353 false null null
470 988 false null null
707 747 false null null
884 383 false null null
873 630 false null null
849 790 false null null
910 653 false null null
961 629 false null null
781 549 false null null
888 455 false null null
457 153 false null null
717 846 false null null
781 895 false null null
771 682 false null null
676 471 false null null
913 750 false null null
267 881 false null null
455 383 false null null
170 394 false null null
984 822 false null null
434 925 false null null
871 921 false null null
578 408 false null null
671 391 false null null
958 975 false null null
963 335 false null null
241 711 false null null
29 670 false null null
775 914 false null null
562 935 false null null
514 420 false null null
918 624 false null null
434 839 false null null
440 370 false null null
884 714 false null null
868 948 false null null
657 773 false null null
634 419 false null null
939 594 false null null
810 662 false null null
384 832 false null null
880 997 false null null
64 887 false null null
756 203 false null null
513 782 false null null
757 537 false null null
454 822 false null null
658 707 false null null
852 330 false null null
96 536 false null null
520 575 false null null
928 253 false null null
531 502 false null null
503 905 false null null
473 876 false null null
715 557 false null null
335 559 false null null
981 546 false null null
687 357 false null null
647 218 false null null
954 585 false null null
478 974 false null null
137 646 false null null
931 475 false null null
995 966 false null null
900 993 false null null
784 609 false null null
694 479 false null null
571 625 false null null
939 623 false null null
283 933 false null null
450 860 false null null
638 617 false null null
816 561 false null null
973 452 false null null
857 881 false null null
519 659 false null null
990 410 false null null
935 176 false null null
884 953 false null null
885 662 false null null
548 301 false null null
863 691 false null null
777 984 false null null
824 978 false null null
939 449 false null null
221 998 false null null
485 215 false null null
288 979 false null null
824 639 false null null
756 240 false null null
317 113 false null null
642 246 false null null
258 804 false null null
319 735 false null null
107 619 false null null
432 860 false null null
753 791 false null null
603 711 false null null
581 771 false null null
982 997 false null null
305 832 false null null
626 967 false null null
429 186 false null null
75 451 false null null
999 640 false null null
134 221 false null null
717 948 false null null
759 841 false null null
918 100 false null null
653 859 false null null
768 286 false null null
522 155 false null null
922 766 false null null
740 150 false null null
850 807 false null null
217 746 false null null
999 490 false null null
242 807 false null null
647 372 false null null
930 97 false null null
480 517 false null null
440 166 false null null
726 851 false null null
555 595 false null null
618 555 false null null
827 873 false null null
320 769 false null null
955 332 false null null
142 803 false null null
918 823 false null null
881 967 false null null
764 457 false null null
959 800 false null null
298 839 false null null
428 842 false null null
783 956 false null null
808 131 false null null
870 991 false null null
933 522 false null null
558 459 false null null
590 816 false null null
437 584 false null null
738 707 false null null
631 772 false null null
729 878 false null null
937 349 false null null
674 925 false null null
820 375 false null null
806 448 false null null
502 869 false null null
684 743 false null null
794 902 false null null
980 340 false null null
583 541 false null null
512 418 false null null
892 568 false null null
469 296 false null null
789 871 false null null
866 951 false null null
954 273 false null null
984 992 false null null
938 932 false null null
933 463 false null null
752 813 false null null
743 324 false null null
117 951 false null null
194 901 false null null
382 740 false null null
854 604 false null null
394 364 false null null
582 538 false null null
755 431 false null null
675 914 false null null
677 691 false null null
319 835 false null null
451 603 false null null
297 94 false null null
791 545 false null null
413 189 false null null
721 952 false null null
894 987 false null null
232 148 false null null
261 968 false null null
908 531 false null null
954 489 false null null
571 279 false null null
604 642 false null null
232 732 false null null
882 995 false null null
664 237 false null null
779 690 false null null
828 453 false null null
386 916 false null null
921 684 false null null
684 442 false null null
982 670 false null null
520 149 false null null
773 633 false null null
374 625 false null null
879 778 false null null
133 483 false null null
574 456 false null null
550 430 false null null
880 934 false null null
551 955 false null null
988 411 false null null
602 666 false null null
496 941 false null null
697 653 false null null
530 730 false null null
450 774 false null null
909 822 false null null
765 242 false null null
881 408 false null null
479 369 false null null
305 162 false null null
173 756 false null null
893 741 false null null
228 907 false null null
942 966 false null null
280 920 false null null
619 479 false null null
128 474 false null null
958 879 false null null
518 676 false null null
262 674 false null null
440 322 false null null
40 929 false null null
869 409 false null null
453 301 false null null
862 774 false null null
871 781 false null null
393 709 false null null
343 962 false null null
996 758 false null null
812 341 false null null
279 683 false null null
846 272 false null null
793 808 false null null
718 542 false null null
986 567 false null null
426 963 false null null
927 789 false null null
988 750 false null null
315 729 false null null
97 322 false null null
680 963 false null null
334 707 false null null
651 124 false null null
622 725 false null null
567 438 false null null
845 683 false null null
527 895 false null null
460 497 false null null
805 656 false null null
843 829 false null null
310 809 false null null
465 456 false null null
905 308 false null null
943 873 false null null
566 23 false null null
960 618 false null null
686 990 false null null
839 757 false null null
708 865 false null null
709 612 false null null
643 541 false null null
926 928 false null null
763 610 false null null
656 947 false null null
988 893 false null null
729 891 false null null
866 830 false null null
443 309 false null null
971 952 false null null
42 832 false null null
427 722 false null null
864 710 false null null
141 996 false null null
234 946 false null null
592 547 false null null
640 899 false null null
425 794 false null null
441 851 false null null
376 540 false null null
596 303 false null null
833 779 false null null
121 853 false null null
912 347 false null null
493 523 false null null
580 816 false null null
676 507 false null null
982 969 false null null
814 523 false null null
776 753 false null null
365 902 false null null
802 995 false null null
372 309 false null null
719 197 false null null
812 275 false null null
895 219 false null null
385 89 false null null
926 626 false null null
670 782 false null null
471 742 false null null
950 755 false null null
652 819 false null null
962 575 false null null
686 859 false null null
308 431 false null null
904 952 false null null
874 637 false null null
716 708 false null null
852 717 false null null
145 131 false null null
796 362 false null null
148 858 false null null
989 649 false null null
923 828 false null null
793 737 false null null
849 989 false null null
922 778 false null null
294 783 false null null
230 814 false null null
845 936 false null null
295 567 false null null
282 650 false null null
252 561 false null null
928 924 false null null
961 906 false null null
854 983 false null null
387 807 false null null
721 647 false null null
678 858 false null null
498 869 false null null
639 76 false null null
504 950 false null null
336 892 false null null
906 818 false null null
394 712 false null null
869 694 false null null
665 475 false null null
918 849 false null null
951 135 false null null
157 358 false null null
663 476 false null null
983 691 false null null
814 678 false null null
142 889 false null null
908 987 false null null
789 902 false null null
428 179 false null null
979 966 false null null
934 801 false null null
699 857 false null null
776 889 false null null
505 739 false null null
506 802 false null null
422 688 false null null
692 569 false null null
121 955 false null null
563 270 false null null
983 910 false null null
34 555 false null null
911 899 false null null
545 856 false null null
688 583 false null null
600 765 false null null
966 982 false null null
448 444 false null null
384 989 false null null
977 426 false null null
906 72 false null null
805 804 false null null
932 501 false null null
239 163 false null null
938 815 false null null
598 996 false null null
404 55 false null null
880 750 false null null
73 830 false null null
544 798 false null null
940 835 false null null
500 589 false null null
635 305 false null null
729 397 false null null
767 650 false null null
700 720 false null null
432 326 false null null
738 912 false null null
964 834 false null null
630 709 false null null
877 848 false null null
924 546 false null null
946 504 false null null
796 899 false null null
859 497 false null null
809 727 false null null
233 471 false null null
553 893 false null null
350 846 false null null
882 951 false null null
217 412 false null null
829 955 false null null
150 942 false null null
527 994 false null null
624 601 false null null
340 814 false null null
344 649 false null null
594 257 false null null
140 697 false null null
400 591 false null null
999 331 false null null
864 322 false null null
493 644 false null null
930 35 false null null
469 502 false null null
136 687 false null null
979 509 false null null
291 144 false null null
226 645 false null null
881 736 false null null
548 422 false null null
901 991 false null null
429 965 false null null
679 165 false null null
855 898 false null null
524 709 false null null
405 752 false null null
985 980 false null null
872 147 false null null
791 433 false null null
698 963 false null null
218 272 false null null
825 935 false null null
627 423 false null null
979 792 false null null
993 780 false null null
212 742 false null null
770 931 false null null
675 859 false null null
814 123 false null null
464 343 false null null
736 370 false null null
802 715 false null null
718 992 false null null
320 451 false null null
507 613 false null null
847 566 false null null
405 574 false null null
564 738 false null null
484 391 false null null
976 71 false null null
606 116 false null null
952 445 false null null
516 831 false null null
669 564 false null null
825 248 false null null
185 875 false null null
765 947 false null null
983 955 false null null
967 659 false null null
823 249 false null null
953 913 false null null
225 446 false null null
945 998 false null null
475 757 false null null
776 712 false null null
627 925 false null null
879 955 false null null
183 592 false null null
995 122 false null null
904 777 false null null
430 771 false null null
956 461 false null null
800 841 false null null
37 996 false null null
355 728 false null null
901 644 false null null
708 363 false null null
447 689 false null null
359 640 false null null
943 488 false null null
494 482 false null null
724 300 false null null
903 615 false null null
968 993 false null null
964 460 false null null
512 586 false null null
246 774 false null null
873 229 false null null
496 835 false null null
842 271 false null null
483 619 false null null
828 595 false null null
605 951 false null null
54 660 false null null
103 348 false null null
942 969 false null null
476 291 false null null
645 635 false null null
352 917 false null null
178 213 false null null
885 967 false null null
805 799 false null null
774 672 false null null
210 542 false null null
844 312 false null null
337 917 false null null
584 772 false null null
669 492 false null null
804 661 false null null
515 987 false null null
349 753 false null null
834 683 false null null
721 262 false null null
280 987 false null null
388 722 false null null
554 711 false null null
868 739 false null null
697 667 false null null
622 895 false null null
973 985 false null null
125 693 false null null
154 701 false null null
431 728 false null null
678 889 false null null
406 231 false null null
876 421 false null null
785 118 false null null
234 929 false null null
277 560 false null null
155 902 false null null
255 900 false null null
842 987 false null null
946 739 false null null
359 634 false null null
915 664 false null null
963 516 false null null
990 878 false null null
937 941 false null null
667 725 false null null
485 151 false null null
527 735 false null null
572 917 false null null
950 864 false null null
961 715 false null null
441 455 false null null
978 878 false null null
972 858 false null null
751 334 false null null
623 701 false null null
343 868 false null null
652 263 false null null
938 312 false null null
970 741 false null null
811 61 false null null
169 730 false null null
435 480 false null null
401 879 false null null
887 57 false null null
973 536 false null null
897 658 false null null
803 289 false null null
848 969 false null null
263 972 false null null
747 153 false null null
855 725 false null null
799 268 false null null
977 371 false null null
888 606 false null null
841 414 false null null
539 524 false null null
705 836 false null null
353 921 false null null
596 836 false null null
601 759 false null null
402 490 false null null
219 844 false null null
784 625 false null null
912 992 false null null
923 418 false null null
908 483 false null null
694 602 false null null
332 487 false null null
948 560 false null null
348 857 false null null
819 916 false null null
396 552 false null null
999 855 false null null
196 716 false null null
841 706 false null null
785 750 false null null
668 205 false null null
596 795 false null null
367 957 false null null
883 988 false null null
543 414 false null null
735 992 false null null
602 747 false null null
17 816 false null null
837 802 false null null
654 981 false null null
903 350 false null null
236 942 false null null
663 773 false null null
392 638 false null null
295 208 false null null
201 800 false null null
487 306 false null null
810 185 false null null
898 452 false null null
509 888 false null null
592 932 false null null
551 925 false null null
883 264 false null null
696 556 false null null
547 745 false null null
887 651 false null null
864 851 false null null
946 453 false null null
367 669 false null null
804 248 false null null
852 972 false null null
945 516 false null null
856 942 false null null
775 472 false null null
972 856 false null null
687 723 false null null
327 704 false null null
319 854 false null null
282 964 false null null
858 893 false null null
141 100 false null null
245 963 false null null
806 329 false null null
543 661 false null null
529 378 false null null
397 884 false null null
968 681 false null null
286 618 false null null
244 914 false null null
63 743 false null null
